City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Toora-Khem,RU,2021-02-06 19:10:57,52.4675,96.11,256.26,91,95,0.93
295,Anupgarh,IN,2021-02-06 19:10:57,29.1911,73.2086,286.41,39,0,0.74
296,Coquimbo,CL,2021-02-06 19:10:57,-29.9533,-71.3436,293.15,64,20,6.17
297,Nhulunbuy,AU,2021-02-06 19:10:57,-12.2333,136.7667,300.15,83,40,5.66
298,Burnie,AU,2021-02-06 19:06:04,-41.0667,145.9167,289.26,85,9,2.24
299,Beroroha,MG,2021-02-06 19:07:10,-21.6667,45.1667,298.46,84,100,0.96
300,San Patricio,US,2021-02-06 19:10:57,28.017,-97.5169,295.15,68,75,3.09
301,Omboue,GA,2021-02-06 19:10:57,-1.5746,9.2618,299.53,88,100,2.82
302,Andenes,NO,2021-02-06 19:10:58,69.3143,16.1194,272.15,93,100,12.35
303,Bluff,NZ,2021-02-06 19:10:58,-46.6,168.3333,285.35,86,13,2.01
304,Brigantine,US,2021-02-06 19:10:58,39.4101,-74.3646,282.59,31,1,7.2
305,Caxito,AO,2021-02-06 19:10:58,-8.5785,13.6643,300.15,78,59,4.12
306,Mnogovershinnyy,RU,2021-02-06 19:08:19,53.9353,139.9242,249.89,91,100,3.63
307,San Felipe,VE,2021-02-06 19:10:58,10.3399,-68.7425,301.06,57,75,3.92
308,Smirnykh,RU,2021-02-06 19:10:58,49.75,142.8333,249.47,85,0,1.89
309,Vila Franca Do Campo,PT,2021-02-06 19:10:58,37.7167,-25.4333,289.26,88,75,7.72
310,Anadyr,RU,2021-02-06 19:10:58,64.75,177.4833,250.37,77,0,4.0
311,Rancho Palos Verdes,US,2021-02-06 19:10:59,33.7445,-118.387,291.48,45,1,1.74
312,Solnechnogorsk,RU,2021-02-06 19:10:59,56.1833,36.9833,256.15,71,40,6.0
313,Aswan,EG,2021-02-06 19:10:59,24.0934,32.907,291.57,29,0,4.45
314,Nayoro,JP,2021-02-06 19:10:59,44.3506,142.4578,263.92,94,100,0.6
315,Porto Novo,BJ,2021-02-06 19:10:59,6.4965,2.6036,303.15,79,20,6.17
316,Tautira,PF,2021-02-06 19:10:59,-17.7333,-149.15,298.15,78,75,5.66
317,Poum,NC,2021-02-06 19:10:59,-20.2333,164.0167,299.74,67,0,1.78
318,Canto Do Buriti,BR,2021-02-06 19:10:59,-8.11,-42.9444,299.41,85,100,2.22
319,Dakoro,NE,2021-02-06 19:10:59,14.5106,6.765,297.17,17,97,4.33
320,Katobu,ID,2021-02-06 19:10:59,-4.9408,122.5276,297.57,93,100,1.37
321,Banda Aceh,ID,2021-02-06 19:10:03,5.5577,95.3222,298.75,84,18,3.25
322,Emba,KZ,2021-02-06 19:11:00,48.8264,58.1442,262.72,96,100,6.41
323,Makakilo City,US,2021-02-06 19:06:00,21.3469,-158.0858,296.15,56,75,0.3
324,Paranavai,BR,2021-02-06 19:10:26,-23.0731,-52.4653,298.56,57,0,4.65
325,Ugoofaaru,MV,2021-02-06 19:11:00,5.6667,73.0,300.77,75,0,4.47
326,Matay,EG,2021-02-06 19:11:00,28.419,30.7792,288.3,57,0,3.03
327,Motygino,RU,2021-02-06 19:11:00,58.1831,94.7592,261.7,96,100,1.72
328,Gejiu,CN,2021-02-06 19:11:01,23.306,103.1635,282.26,100,52,1.74
329,Sinnamary,GF,2021-02-06 19:11:01,5.3833,-52.95,299.21,86,100,7.04
330,Bairiki,KI,2021-02-06 19:11:01,1.3292,172.9752,299.15,94,75,4.63
331,Hit,IQ,2021-02-06 19:11:01,33.6416,42.8251,287.08,85,100,3.29
332,Bonavista,CA,2021-02-06 19:09:43,48.6499,-53.1147,274.82,100,100,2.57
333,Seddon,AU,2021-02-06 19:11:01,-37.8068,144.8916,290.37,77,90,7.72
334,Kamenka,RU,2021-02-06 19:10:18,51.3223,42.7678,263.15,85,100,6.11
335,Nerchinskiy Zavod,RU,2021-02-06 19:11:01,51.3088,119.61,244.31,85,0,0.73
336,Podosinovets,RU,2021-02-06 19:11:01,60.2776,47.0659,252.7,90,100,5.13
337,Sitka,US,2021-02-06 19:11:02,57.0531,-135.33,275.15,80,75,3.09
338,Manuk Mangkaw,PH,2021-02-06 19:11:02,4.8,119.85,300.41,81,100,5.2
339,Tual,ID,2021-02-06 19:11:02,-5.6667,132.75,301.98,77,100,8.89
340,Dhidhdhoo,MV,2021-02-06 19:11:02,6.8833,73.1,300.64,78,0,5.55
341,Taybad,IR,2021-02-06 19:11:02,34.74,60.7756,281.98,74,100,4.77
342,Yarmouth,US,2021-02-06 19:11:02,41.7057,-70.2286,280.15,45,40,11.32
343,Sao Felix Do Xingu,BR,2021-02-06 19:11:03,-6.6447,-51.995,300.73,85,39,0.77
344,Portland,US,2021-02-06 19:06:40,45.5234,-122.6762,281.15,71,90,3.09
345,Olafsvik,IS,2021-02-06 19:11:03,64.8945,-23.7142,275.47,79,73,7.53
346,Teknaf,BD,2021-02-06 19:10:00,20.8624,92.3058,290.18,60,0,2.63
347,Polonnaruwa,LK,2021-02-06 19:11:03,7.9333,81.0,296.0,96,76,1.21
348,Port Keats,AU,2021-02-06 19:11:03,-14.25,129.55,300.97,81,13,6.53
349,Yar-Sale,RU,2021-02-06 19:11:03,66.8333,70.8333,238.06,84,100,6.27
350,Payyannur,IN,2021-02-06 19:11:03,12.1,75.2,296.31,76,0,2.7
351,Wad Rawah,SD,2021-02-06 19:11:03,15.1603,33.1397,292.09,27,10,5.04
352,Phimai,TH,2021-02-06 19:11:03,15.2232,102.4947,296.48,75,0,3.9
353,Kurtamysh,RU,2021-02-06 19:11:04,54.9103,64.4319,274.23,97,100,4.86
354,Pacific Grove,US,2021-02-06 19:11:04,36.6177,-121.9166,290.93,67,1,2.06
355,Novaya Ladoga,RU,2021-02-06 19:11:04,60.1025,32.3019,260.93,59,73,2.81
356,Teguldet,RU,2021-02-06 19:11:04,57.3064,88.1667,272.3,98,100,4.51
357,Ixtapa,MX,2021-02-06 19:07:12,20.7,-105.2,300.15,57,20,2.06
358,Northam,GB,2021-02-06 19:11:04,51.0333,-4.2167,277.59,94,100,2.68
359,Tura,IN,2021-02-06 19:11:04,25.5198,90.2201,287.39,68,100,0.85
360,Kashi,CN,2021-02-06 19:06:10,39.4547,75.9797,276.15,48,20,3.0
361,Cidreira,BR,2021-02-06 19:11:04,-30.1811,-50.2056,298.1,62,13,3.82
362,Waipawa,NZ,2021-02-06 19:11:05,-41.4122,175.5153,287.59,87,99,1.03
363,Caborca,MX,2021-02-06 19:11:05,30.5838,-111.101,291.48,32,0,0.89
364,Gizo,SB,2021-02-06 19:11:05,-8.103,156.8419,301.33,75,100,5.39
365,Salalah,OM,2021-02-06 19:11:05,17.0151,54.0924,297.15,69,40,3.6
366,Chilliwack,CA,2021-02-06 19:11:05,49.1747,-121.9443,281.48,93,100,3.09
367,Nara,JP,2021-02-06 19:11:05,34.6851,135.8049,278.71,75,0,1.35
368,Arman,RU,2021-02-06 19:11:05,59.7,150.1667,256.63,87,100,4.45
369,Rundu,NA,2021-02-06 19:11:05,-17.9333,19.7667,295.95,67,100,0.59
370,Odweyne,SO,2021-02-06 19:11:05,9.4092,45.064,293.8,61,0,2.67
371,Valparaiso,CL,2021-02-06 19:06:18,-33.0393,-71.6273,290.93,88,90,1.54
372,Valencia,ES,2021-02-06 19:11:05,39.3333,-0.8333,288.15,55,20,6.17
373,Coolum Beach,AU,2021-02-06 19:11:06,-26.5333,153.1,295.37,93,55,1.86
374,Areia Branca,BR,2021-02-06 19:11:06,-4.9561,-37.1369,308.15,38,20,10.29
375,Paamiut,GL,2021-02-06 19:11:06,61.994,-49.6678,267.91,82,0,3.09
376,Bandarbeyla,SO,2021-02-06 19:11:06,9.4942,50.8122,297.86,80,0,6.13
377,Kismayo,SO,2021-02-06 19:11:06,-0.3582,42.5454,298.15,83,67,6.98
378,Tiksi,RU,2021-02-06 19:11:06,71.6872,128.8694,241.23,86,100,2.67
379,Kampot,KH,2021-02-06 19:11:06,10.6167,104.1833,299.15,78,20,2.06
380,Yantikovo,RU,2021-02-06 19:11:07,55.8216,47.9104,254.15,78,40,7.0
381,Mayo,US,2021-02-06 19:11:07,38.8876,-76.5119,283.71,34,20,5.14
382,Adre,TD,2021-02-06 19:11:07,13.4667,22.2,292.17,21,0,5.66
383,Salinas,US,2021-02-06 19:11:07,36.6777,-121.6555,290.93,58,1,2.06
384,Tuatapere,NZ,2021-02-06 19:06:26,-46.1333,167.6833,285.37,82,2,1.7
385,Izhevskoye,RU,2021-02-06 19:11:07,54.5567,40.8703,253.16,91,41,3.52
386,Guarapari,BR,2021-02-06 19:11:07,-20.6667,-40.4975,303.15,66,20,5.66
387,Dehloran,IR,2021-02-06 19:07:10,32.6941,47.2679,287.83,71,100,2.04
388,Zhezkazgan,KZ,2021-02-06 19:11:07,47.8043,67.7144,269.82,95,56,10.57
389,Sao Joao Da Barra,BR,2021-02-06 19:11:07,-21.6403,-41.0511,296.15,88,75,6.17
390,Kaeo,NZ,2021-02-06 19:11:08,-35.1,173.7833,289.26,92,100,0.89
391,Arlit,NE,2021-02-06 19:11:08,18.7369,7.3853,293.76,20,5,1.58
392,Fortuna,US,2021-02-06 19:11:08,40.5982,-124.1573,284.26,87,40,3.28
393,Port-Gentil,GA,2021-02-06 19:11:08,-0.7193,8.7815,301.15,83,40,3.09
394,Great Yarmouth,GB,2021-02-06 19:11:09,52.6083,1.7305,277.15,93,90,7.72
395,Pozo Colorado,PY,2021-02-06 19:09:46,-23.4923,-58.7972,304.93,30,0,3.6
396,Lira,UG,2021-02-06 19:11:09,2.235,32.9097,300.13,23,96,2.44
397,Wolow,PL,2021-02-06 19:11:09,51.3366,16.6443,271.48,71,100,4.02
398,Sorland,NO,2021-02-06 19:11:09,67.667,12.6934,274.73,82,59,11.36
399,Ukiah,US,2021-02-06 19:11:09,39.1502,-123.2078,287.04,54,1,1.54
400,Bella Vista,US,2021-02-06 19:11:09,36.4295,-94.2316,282.15,46,90,7.2
401,Hambantota,LK,2021-02-06 19:11:09,6.1241,81.1185,296.15,100,20,2.06
402,Pekan,MY,2021-02-06 19:11:10,3.4836,103.3996,297.15,88,20,1.54
403,Aurora,US,2021-02-06 19:11:10,39.7294,-104.8319,279.82,20,40,9.77
404,Olga,RU,2021-02-06 19:11:10,43.7444,135.2892,260.39,90,3,3.07
405,Simpang,ID,2021-02-06 19:11:10,-1.2667,104.0833,297.36,90,87,1.95
406,Muisne,EC,2021-02-06 19:11:10,0.6,-80.0333,302.15,84,75,2.06
407,Kaolinovo,BG,2021-02-06 19:11:10,43.6167,27.1167,279.82,90,100,1.21
408,Thaba-Tseka,LS,2021-02-06 19:11:10,-29.522,28.6084,286.21,88,100,1.93
409,Deputatskiy,RU,2021-02-06 19:11:10,69.3,139.9,236.76,86,3,0.92
410,Axim,GH,2021-02-06 19:11:10,4.8699,-2.2405,300.15,85,0,4.5
411,Sambava,MG,2021-02-06 19:11:11,-14.2667,50.1667,299.05,77,100,0.37
412,Lata,PT,2021-02-06 19:11:11,40.1629,-8.3327,285.37,82,87,4.02
413,Torit,SS,2021-02-06 19:11:11,4.4133,32.5678,299.77,20,0,0.87
414,Molepolole,BW,2021-02-06 19:11:11,-24.4066,25.4951,293.15,100,90,2.57
415,Zhigansk,RU,2021-02-06 19:11:11,66.7697,123.3711,232.79,80,89,4.91
416,Svetlyy,RU,2021-02-06 19:11:11,54.675,20.1347,258.15,85,20,1.0
417,Cap Malheureux,MU,2021-02-06 19:11:11,-19.9842,57.6142,299.82,80,0,1.79
418,Victoria,HK,2021-02-06 19:08:03,22.2855,114.1577,292.04,70,0,1.55
419,Port Lincoln,AU,2021-02-06 19:09:52,-34.7333,135.8667,289.12,81,56,5.88
420,Berlevag,NO,2021-02-06 19:11:12,70.8578,29.0864,270.18,93,100,10.87
421,Mogadishu,SO,2021-02-06 19:11:12,2.0371,45.3438,298.28,78,0,8.6
422,Dharchula,IN,2021-02-06 19:11:12,29.85,80.5333,280.21,45,0,4.68
423,Kalmunai,LK,2021-02-06 19:11:12,7.4167,81.8167,297.96,89,22,4.38
424,Huty,UA,2021-02-06 19:11:12,50.1332,35.3439,264.05,92,100,5.74
425,Sault Sainte Marie,CA,2021-02-06 19:09:22,46.5168,-84.3333,265.15,57,75,7.2
426,Aklavik,CA,2021-02-06 19:11:12,68.2191,-135.0107,240.15,68,75,1.54
427,Georgetown,MY,2021-02-06 19:07:57,5.4112,100.3354,300.15,89,20,1.54
428,Masvingo,ZW,2021-02-06 19:11:13,-20.0637,30.8277,293.37,94,100,3.27
429,Kifri,IQ,2021-02-06 19:11:13,34.6959,44.9661,286.06,88,100,2.6
430,Sao Sebastiao Do Paraiso,BR,2021-02-06 19:10:59,-20.9169,-46.9914,297.8,72,18,4.27
431,Bonham,US,2021-02-06 19:07:08,33.5773,-96.1783,279.82,93,90,3.09
432,Praia,CV,2021-02-06 19:11:13,14.9215,-23.5087,294.15,64,75,11.32
433,Imbituba,BR,2021-02-06 19:11:13,-28.24,-48.6703,300.15,54,0,7.2
434,Khandyga,RU,2021-02-06 19:11:13,62.6667,135.6,240.49,85,100,0.81
435,Gusau,NG,2021-02-06 19:11:13,12.1628,6.6614,298.65,18,90,4.33
436,Oranjemund,NA,2021-02-06 19:11:13,-28.55,16.4333,291.71,89,6,6.66
437,Cayenne,GF,2021-02-06 19:11:14,4.9333,-52.3333,299.15,94,90,3.6
438,Saint-Pierre,RE,2021-02-06 19:07:56,-21.3393,55.4781,300.15,78,75,2.06
439,Dali,CN,2021-02-06 19:11:14,25.7,100.1833,281.13,58,22,2.17
440,Namatanai,PG,2021-02-06 19:11:14,-3.6667,152.4333,299.27,79,66,0.76
441,Serebryansk,KZ,2021-02-06 19:11:14,49.6925,83.2892,272.15,74,40,5.0
442,San Andres,CO,2021-02-06 19:11:14,12.5847,-81.7006,303.15,74,40,4.12
443,Dolores,AR,2021-02-06 19:11:14,-36.3132,-57.6792,306.73,28,0,6.64
444,Isangel,VU,2021-02-06 19:11:14,-19.55,169.2667,298.59,79,0,1.3
445,Peniche,PT,2021-02-06 19:11:14,39.3558,-9.3811,285.37,77,60,5.81
446,Ondangwa,NA,2021-02-06 19:11:15,-17.9167,15.95,301.83,35,78,4.6
447,Les Cayes,HT,2021-02-06 19:11:15,18.2,-73.75,300.56,72,98,5.45
448,Fare,PF,2021-02-06 19:11:15,-16.7,-151.0167,300.7,69,0,4.85
449,Igarka,RU,2021-02-06 19:11:15,67.4667,86.5833,245.94,87,100,4.83
450,Medicine Hat,CA,2021-02-06 19:10:11,50.0501,-110.6683,254.82,71,90,5.14
451,Kochki,RU,2021-02-06 19:11:15,54.3358,80.4806,272.23,97,100,7.0
452,Mahon,ES,2021-02-06 19:06:23,39.8885,4.2658,286.15,88,76,1.03
453,Anchorage,US,2021-02-06 19:09:45,61.2181,-149.9003,262.59,85,40,1.54
454,Karratha,AU,2021-02-06 19:11:15,-20.7377,116.8463,298.8,73,43,4.8
455,Salvador,SV,2021-02-06 19:11:15,13.8333,-88.9167,305.15,48,40,3.6
456,Kholm,RU,2021-02-06 19:11:16,59.2667,32.85,255.08,92,0,2.44
457,Kandrian,PG,2021-02-06 19:11:16,-6.2167,149.55,299.06,85,100,3.65
458,Luau,AO,2021-02-06 19:11:16,-10.7073,22.2247,293.15,96,100,2.45
459,Caravelas,BR,2021-02-06 19:11:16,-17.7125,-39.2481,299.86,86,100,3.7
460,Skelleftea,SE,2021-02-06 19:11:16,64.7507,20.9528,264.15,86,0,3.6
461,Conceicao Do Araguaia,BR,2021-02-06 19:11:17,-8.2578,-49.2647,301.3,78,95,2.58
462,Zlobin,HR,2021-02-06 19:11:17,45.2924,14.6541,286.48,82,90,2.06
463,Zigong,CN,2021-02-06 19:11:17,29.3416,104.7769,285.39,70,42,0.78
464,Conselheiro Pena,BR,2021-02-06 19:11:17,-19.1722,-41.4722,299.56,75,100,2.49
465,Mormugao,IN,2021-02-06 19:11:17,15.4,73.8,298.15,73,32,1.54
466,Teya,RU,2021-02-06 19:11:17,60.3778,92.6267,263.99,93,100,4.52
467,Khash,IR,2021-02-06 19:11:17,28.2211,61.2158,283.62,39,0,2.27
468,Novikovo,RU,2021-02-06 19:11:17,51.1537,37.8879,260.86,92,100,5.57
469,North Bend,US,2021-02-06 19:11:17,43.4065,-124.2243,281.15,87,90,2.57
470,Sarandi,BR,2021-02-06 19:10:29,-23.4436,-51.8739,298.56,60,0,3.0
471,Tanout,NE,2021-02-06 19:11:18,14.9709,8.8879,294.48,20,99,5.12
472,Tres Arroyos,AR,2021-02-06 19:11:18,-38.3739,-60.2798,302.18,35,0,5.59
473,Urengoy,RU,2021-02-06 19:11:18,65.9667,78.3667,247.25,88,99,5.31
474,Saint-Augustin,CA,2021-02-06 19:11:18,51.226,-58.6502,273.87,97,100,10.92
475,Oxapampa,PE,2021-02-06 19:11:18,-10.5775,-75.4017,293.36,76,100,0.17
476,Bambanglipuro,ID,2021-02-06 19:11:18,-7.95,110.2833,298.04,86,98,2.05
477,Korem,ET,2021-02-06 19:11:18,12.5058,39.5228,283.41,96,98,1.35
478,Salinopolis,BR,2021-02-06 19:10:12,-0.6136,-47.3561,301.68,75,12,4.97
479,Le Port,RE,2021-02-06 19:09:56,-20.9373,55.2919,298.15,88,75,6.17
480,Vesyegonsk,RU,2021-02-06 19:11:18,58.664,37.2604,256.2,92,100,3.74
481,Banjar,ID,2021-02-06 19:11:19,-8.19,114.9675,299.15,94,20,1.03
482,Sept-Iles,CA,2021-02-06 19:11:19,50.2001,-66.3821,272.59,93,100,0.51
483,Kerema,PG,2021-02-06 19:11:19,-7.9631,145.7785,300.06,76,78,1.79
484,Akdepe,TM,2021-02-06 19:11:19,42.0551,59.3788,279.15,81,0,4.12
485,Lichinga,MZ,2021-02-06 19:11:19,-13.3128,35.2406,291.31,98,100,1.31
486,Sal Rei,CV,2021-02-06 19:11:19,16.1833,-22.9167,293.15,64,75,9.26
487,Cedar City,US,2021-02-06 19:11:19,37.6775,-113.0619,280.15,29,1,2.06
488,Libenge,CD,2021-02-06 19:06:24,3.65,18.6333,300.7,39,14,0.37
489,Kungur,RU,2021-02-06 19:11:19,57.4368,56.9593,264.11,96,100,6.25
490,Ketchikan,US,2021-02-06 19:06:37,55.3422,-131.6461,275.15,100,90,1.26
491,Azovo,RU,2021-02-06 19:11:19,54.6997,73.0237,271.15,93,75,8.0
492,Bessemer,US,2021-02-06 19:11:20,33.4018,-86.9544,279.82,81,90,3.6
493,La Libertad,EC,2021-02-06 19:11:20,-2.2333,-80.9,303.15,62,0,4.63
494,San Policarpo,PH,2021-02-06 19:11:20,12.1791,125.5072,299.65,85,86,7.28
495,Jiayuguan,CN,2021-02-06 19:11:20,39.8167,98.3,270.27,70,23,0.34
496,Husavik,IS,2021-02-06 19:11:20,66.0449,-17.3389,272.15,74,90,0.51
497,Bajil,YE,2021-02-06 19:11:20,15.0584,43.2851,296.44,68,34,4.93
498,Praia Da Vitoria,PT,2021-02-06 19:11:20,38.7333,-27.0667,290.15,77,40,5.24
499,Acapulco,MX,2021-02-06 19:07:49,16.8634,-99.8901,302.15,65,20,4.63
500,Clyde River,CA,2021-02-06 19:11:20,70.4692,-68.5914,247.15,76,40,1.19
501,Bull Savanna,JM,2021-02-06 19:11:21,17.8868,-77.5902,300.2,68,0,8.8
502,California City,US,2021-02-06 19:11:21,35.1258,-117.9859,288.15,35,1,1.22
503,Bereda,ES,2021-02-06 19:11:21,43.2686,-7.5406,278.71,95,99,0.89
504,Vila Velha,BR,2021-02-06 19:11:21,-20.3297,-40.2925,303.15,66,20,5.66
505,Otane,NZ,2021-02-06 19:11:21,-39.8833,176.6333,287.59,88,100,1.34
506,Canandaigua,US,2021-02-06 19:11:21,42.8742,-77.288,270.37,39,70,4.92
507,Plettenberg Bay,ZA,2021-02-06 19:11:21,-34.0527,23.3716,293.01,87,0,3.17
508,Bhaderwah,IN,2021-02-06 19:11:21,32.9784,75.7186,277.07,61,0,1.33
509,Alofi,NU,2021-02-06 19:11:21,-19.0595,-169.9187,297.15,100,100,2.06
510,Altus,US,2021-02-06 19:08:23,34.6381,-99.334,285.37,62,90,4.12
511,Lumeje,AO,2021-02-06 19:11:21,-11.55,20.7833,294.23,86,100,3.7
512,Howard Springs,AU,2021-02-06 19:11:22,-12.497,131.047,301.15,83,40,5.14
513,Lima,PE,2021-02-06 19:07:31,-12.0432,-77.0282,299.15,61,0,4.12
514,Nizhniy Tsasuchey,RU,2021-02-06 19:11:22,50.5167,115.1333,251.79,87,3,2.77
515,Soyo,AO,2021-02-06 19:11:22,-6.1349,12.3689,300.24,84,89,4.89
516,Madang,PG,2021-02-06 19:11:22,-5.2246,145.7966,297.59,90,100,3.68
517,Skibotn,NO,2021-02-06 19:11:22,69.3913,20.2679,270.15,86,75,1.03
518,Villa Florida,PY,2021-02-06 19:11:22,-26.3833,-57.15,301.44,46,0,3.14
519,Yangjiang,CN,2021-02-06 19:11:22,21.85,111.9667,289.26,86,0,1.24
520,Saint-Francois,FR,2021-02-06 19:11:22,46.4154,3.9054,282.59,100,100,0.51
521,Madhugiri,IN,2021-02-06 19:11:22,13.6606,77.2092,291.37,56,0,2.83
522,Daru,PG,2021-02-06 19:11:23,-9.0763,143.2092,299.44,82,99,5.21
523,Hay River,CA,2021-02-06 19:11:23,60.8156,-115.7999,237.15,68,58,1.8
524,Nsanje,MW,2021-02-06 19:08:08,-16.92,35.262,299.09,84,100,1.84
525,Coahuayana,MX,2021-02-06 19:07:40,18.7333,-103.6833,298.15,57,1,2.89
526,Otuzco,PE,2021-02-06 19:11:23,-7.9,-78.5833,294.15,88,76,3.09
527,Fairbanks,US,2021-02-06 19:11:23,64.8378,-147.7164,250.93,77,90,0.07
528,Maralal,KE,2021-02-06 19:11:23,1.0968,36.698,289.84,70,4,2.04
529,Matamoros,MX,2021-02-06 19:11:23,25.5333,-103.25,298.15,11,1,4.18
530,Sassandra,CI,2021-02-06 19:11:23,4.95,-6.0833,299.69,85,23,3.99
531,Rognan,NO,2021-02-06 19:11:23,67.0953,15.3878,267.59,91,69,1.8
532,Pisco,PE,2021-02-06 19:11:24,-13.7,-76.2167,297.04,83,75,4.63
533,Pandharpur,IN,2021-02-06 19:10:38,17.6667,75.3333,296.41,25,1,4.68
534,Plouzane,FR,2021-02-06 19:11:24,48.3833,-4.6167,280.15,70,75,2.57
535,Farafangana,MG,2021-02-06 19:11:24,-22.8167,47.8333,299.86,83,100,5.79
536,Barcelos,PT,2021-02-06 19:07:38,41.5388,-8.6151,283.15,71,20,5.66
537,Aquiraz,BR,2021-02-06 19:11:25,-3.9014,-38.3911,303.15,62,20,5.66
538,Bezhta,RU,2021-02-06 19:11:25,42.1338,46.1283,269.71,91,93,2.5
539,Guangyuan,CN,2021-02-06 19:11:25,32.442,105.823,282.12,53,94,1.41
540,Garissa,KE,2021-02-06 19:08:10,-0.4536,39.6401,303.64,41,0,3.16
541,Piterka,RU,2021-02-06 19:11:25,50.6803,47.4454,264.62,89,100,6.5
542,Flinders,AU,2021-02-06 19:11:25,-34.5833,150.8552,290.93,85,0,0.45
543,Ostrovnoy,RU,2021-02-06 19:11:25,68.0531,39.5131,261.11,93,100,4.42
544,Buala,SB,2021-02-06 19:11:25,-8.145,159.5921,300.01,82,90,4.88
545,Cabo Rojo,PR,2021-02-06 19:11:26,18.0866,-67.1457,303.71,61,99,2.68
546,Kozan,TR,2021-02-06 19:11:26,37.4552,35.8157,288.71,100,0,2.57
547,Caconda,AO,2021-02-06 19:11:26,-13.7333,15.0667,294.59,56,100,3.23
548,Valle Hermoso,MX,2021-02-06 19:11:26,25.6667,-97.8333,294.15,100,90,3.09
549,Quang Ngai,VN,2021-02-06 19:09:43,15.1167,108.8,293.04,89,59,1.54
550,Long Xuyen,VN,2021-02-06 19:11:26,10.3833,105.4167,297.15,100,20,1.03
551,Arenapolis,BR,2021-02-06 19:11:26,-14.4503,-56.8461,304.74,53,94,2.92
552,Boo,SE,2021-02-06 19:11:27,59.3333,18.2833,266.15,93,90,3.6
553,Cabo San Lucas,MX,2021-02-06 19:11:27,22.8909,-109.9124,299.26,53,1,5.14
554,Saint-Joseph,RE,2021-02-06 19:11:27,-21.3667,55.6167,299.26,83,75,1.54
555,Balgazyn,RU,2021-02-06 19:11:27,51.0,95.2,257.43,88,0,0.78
556,Kitgum,UG,2021-02-06 19:11:27,3.2783,32.8867,298.29,23,81,1.84
557,Rajgarh,IN,2021-02-06 19:11:27,28.6333,75.3833,288.89,33,0,2.57
558,Shihezi,CN,2021-02-06 19:11:27,44.3,86.0333,261.78,93,9,0.8
559,Meinerzhagen,DE,2021-02-06 19:11:27,51.1167,7.65,274.82,97,100,2.68
560,Dingalan,PH,2021-02-06 19:11:27,15.3897,121.3929,297.56,83,59,4.43
561,Tomatlan,MX,2021-02-06 19:11:28,19.9333,-105.25,304.33,39,2,3.28
562,Werda,BW,2021-02-06 19:11:28,-25.2667,23.2833,293.71,84,0,4.61
563,Alta,NO,2021-02-06 19:11:28,69.9689,23.2717,270.15,80,75,6.17
564,Bonnyville,CA,2021-02-06 19:09:28,54.2668,-110.735,247.15,68,20,1.03
565,Fort Wellington,GY,2021-02-06 19:11:28,6.4,-57.6,300.88,68,100,4.6
566,Skaudvile,LT,2021-02-06 19:11:28,55.4167,22.6167,259.74,94,22,2.57
567,Horsham,GB,2021-02-06 19:10:08,51.064,-0.3272,280.15,93,75,4.63
568,Doka,SD,2021-02-06 19:11:28,13.5167,35.7667,292.34,23,0,4.8
569,Furano,JP,2021-02-06 19:11:28,43.2818,142.4743,263.36,96,100,0.47
570,Arroyo,ES,2021-02-06 19:11:28,41.6096,-4.7969,280.37,87,75,2.57
571,Borovoy,RU,2021-02-06 19:11:29,55.4333,86.0833,271.15,86,98,5.0
572,Boa Esperanca,BR,2021-02-06 19:11:29,-21.09,-45.5658,298.67,79,13,2.76
573,Port Moresby,PG,2021-02-06 19:11:29,-9.4431,147.1797,298.15,88,40,3.09
574,Suez,EG,2021-02-06 19:11:29,29.9737,32.5263,289.93,57,0,1.26
575,Estevan,CA,2021-02-06 19:11:29,49.1334,-102.9842,247.59,63,1,6.17
576,Klaksvik,FO,2021-02-06 19:11:29,62.2266,-6.589,274.15,75,20,9.77
577,Novoanninskiy,RU,2021-02-06 19:11:29,50.5287,42.6747,265.37,70,100,2.68
578,Kabompo,ZM,2021-02-06 19:11:29,-13.5927,24.2008,294.19,83,100,0.93
579,Bow Island,CA,2021-02-06 19:11:29,49.8668,-111.3684,255.15,71,100,3.09
580,Verkhnevilyuysk,RU,2021-02-06 19:11:30,63.4453,120.3167,237.42,84,87,1.5
581,Kavaratti,IN,2021-02-06 19:11:30,10.5669,72.642,300.37,65,0,4.47
582,Yeppoon,AU,2021-02-06 19:11:30,-23.1333,150.7333,297.15,78,40,1.03
583,Ngunguru,NZ,2021-02-06 19:11:30,-35.6167,174.5,289.26,92,100,0.89
584,Faya,SA,2021-02-06 19:11:30,18.3851,42.4509,284.15,87,0,2.4
585,Kudahuvadhoo,MV,2021-02-06 19:11:30,2.6708,72.8944,300.48,76,49,6.2
586,Fort Nelson,CA,2021-02-06 19:11:30,58.8053,-122.7002,239.15,75,1,1.54
587,Tutoia,BR,2021-02-06 19:11:08,-2.7619,-42.2744,305.15,62,20,7.2
588,Fatehpur,IN,2021-02-06 19:11:30,25.9333,80.8,285.23,57,0,2.57
589,Grants Pass,US,2021-02-06 19:11:31,42.439,-123.3284,280.15,93,90,0.41
590,Hondo,JP,2021-02-06 19:11:31,32.45,130.2,280.93,93,0,1.79
591,Acarau,BR,2021-02-06 19:09:15,-2.8856,-40.12,302.99,60,80,7.35
